ID,Call Failure,Complains,Charge Amount,Freq. of use,Distinct Called Numbers,Status,Age,Customer Value,Churn,Plan_pre-paid
79,11,1,100,45,34,0,30,272.12,0,1
3059,10,0,50,116,44,1,30,948.64,1,1
1057,10,0,100,47,24,1,45,824.8,1,1
907,9,0,100,45,20,1,30,1276.4,1,1
1750,10,0,400,31,10,1,30,132.92,0,1
2334,27,1,100,246,85,1,25,792.045,1,1
2835,18,0,100,224,73,1,25,711.63,1,1
381,1,0,50,25,6,1,30,67.72,1,1
948,13,0,100,51,21,1,30,280.36,1,0
1911,11,0,50,101,14,1,30,308.96,1,1
2118,3,0,100,16,12,0,30,124.24,1,1
716,4,0,100,91,24,1,30,1027.84,1,1
2108,14,0,100,123,47,1,30,988.72,1,1
687,0,0,100,44,19,0,30,212.16,1,1
2698,12,0,100,175,44,1,45,429.075,1,1
1294,9,0,100,75,30,1,30,255.4,1,1
306,0,0,200,47,33,1,15,95.15,1,1
210,9,0,400,175,45,1,30,589.92,1,1
1660,10,0,400,83,26,1,30,200.12,1,1
2341,13,0,50,33,12,0,25,135.585,1,1
3125,14,0,100,86,37,1,45,250.65,1,1
1721,14,0,100,166,50,1,45,363.4,1,1
886,0,0,200,76,26,1,25,157.005,1,1
2615,0,0,50,19,2,1,30,1973.16,1,1
918,7,0,100,20,10,0,30,121.4,1,1
1861,11,0,50,101,14,1,30,308.96,1,1
3139,0,0,100,46,18,1,25,820.395,1,1
192,9,0,50,19,6,0,25,41.355,1,1
1949,7,0,100,46,12,1,30,1077.64,1,1
2148,9,0,100,47,23,1,30,283.2,1,1
1266,10,0,100,100,33,1,30,1099.4,1,1
484,0,0,100,0,0,1,55,0.0,1,1
916,8,0,100,92,28,1,30,1047.88,1,1
2733,0,0,200,0,0,0,30,0.0,0,1
278,15,1,100,52,16,0,30,218.08,0,1
989,12,0,50,45,15,1,30,889.0,1,0
1957,4,0,100,39,18,1,30,1235.96,1,1
1246,16,0,200,137,38,1,25,642.375,1,0
1815,8,0,100,177,32,1,25,1280.565,1,1
572,0,0,50,145,43,1,30,449.8,1,1
1436,5,0,100,78,15,1,30,168.04,1,1
994,10,0,100,70,27,1,30,226.4,1,1
1567,7,0,50,21,16,0,25,134.595,1,1
1563,32,1,200,232,37,1,30,914.68,1,1
586,0,0,200,107,29,1,25,1467.315,1,0
3087,0,0,100,77,29,1,25,183.6,1,1
2788,0,0,100,46,23,0,30,231.44,1,1
3143,0,0,200,0,0,0,45,12.5,1,1
1350,6,1,400,17,4,1,30,93.2,0,1
1008,15,0,100,124,43,1,30,963.36,1,1
675,10,0,50,98,23,1,25,373.995,0,1
2203,15,0,200,70,30,1,30,1607.32,1,1
856,6,0,100,76,26,1,25,272.07,1,1
448,12,0,100,171,40,1,45,410.075,1,1
3081,0,0,50,20,7,1,30,70.92,1,1
1862,14,0,100,60,19,0,30,164.12,1,1
1804,9,0,100,61,37,1,15,211.97,1,1
2382,0,0,100,0,0,0,45,0.0,0,1
2813,2,0,200,40,10,0,30,71.72,1,1
2509,7,0,100,175,48,1,30,690.52,1,1
1915,14,0,20,188,32,1,25,1425.51,1,1
2809,6,0,100,107,36,1,30,853.48,1,1
2619,0,0,50,6,2,0,25,14.895,1,1
1248,8,0,50,41,15,1,30,209.56,1,1
295,8,0,50,72,23,1,30,224.28,1,1
1548,13,0,50,45,17,1,30,151.52,1,1
589,0,0,100,44,19,1,25,844.155,1,1
1282,7,0,50,21,11,0,45,95.85,0,1
1589,11,0,100,43,16,1,30,910.12,1,0
2035,9,1,100,119,35,1,30,1389.76,1,0
2695,2,0,50,65,27,1,30,193.8,1,1
2520,3,0,400,133,47,1,30,1974.24,1,1
2376,0,0,200,14,9,1,30,106.96,1,1
1418,5,0,100,10,2,0,30,45.0,1,1
426,13,1,200,98,24,1,25,383.22,0,1
535,23,0,50,235,80,1,25,722.925,1,1
1055,9,0,20,66,39,1,25,213.48,1,1
2567,0,0,50,82,28,1,30,1010.28,1,1
2635,19,0,20,230,74,1,25,716.4,1,1
2928,0,0,100,25,9,0,25,94.95,0,1
133,0,0,200,6,1,0,45,11.1,0,1
3118,0,0,100,7,6,0,25,17.415,1,1
2184,24,0,100,236,76,1,25,730.395,1,1
422,7,0,50,154,47,1,45,317.975,1,1
2796,0,0,100,28,17,1,25,215.91,1,1
2149,3,0,50,42,14,1,30,1080.48,1,1
1761,17,0,50,112,14,1,30,369.8,1,1
1369,9,1,100,16,17,0,25,167.445,0,1
557,3,0,100,73,24,1,25,246.735,1,1
2460,3,0,400,73,10,1,30,159.52,1,1
1661,9,0,100,95,13,1,25,311.31,1,1
2817,0,0,100,72,19,1,30,915.48,1,1
2045,5,0,50,29,16,1,25,228.78,1,1
571,0,0,20,118,39,1,25,2000.745,1,1
353,0,0,200,5,4,0,25,46.035,1,1
92,13,0,100,26,10,0,25,126.72,1,1
2969,0,0,100,14,10,0,30,173.36,1,1
2665,4,0,50,31,12,1,30,2087.24,1,1
1171,17,0,50,170,55,1,45,387.5,1,1
2896,1,0,100,30,27,1,25,279.9,1,1
1286,9,0,200,96,35,1,30,251.96,1,1
2169,0,0,100,0,0,0,25,0.0,0,1
3145,0,0,20,54,18,1,30,111.36,1,1
2216,8,0,100,96,32,1,30,1078.24,1,1
1592,7,0,100,17,8,0,45,125.925,1,1
2634,0,0,100,0,0,1,45,0.0,1,1
698,5,0,100,45,18,1,30,231.68,1,1
2637,0,0,50,74,22,1,25,153.315,1,1
349,2,0,100,34,19,1,30,111.04,1,1
1747,19,0,50,183,43,1,55,273.3,1,1
2470,0,0,400,117,28,1,25,1949.625,1,1
2858,3,0,100,43,31,1,30,1303.92,1,1
2358,11,0,100,113,38,1,30,893.92,1,1
1138,10,0,100,57,21,1,25,911.79,1,1
2005,6,0,50,61,35,1,25,144.63,1,1
1621,10,0,20,159,46,1,45,315.975,1,1
2979,4,0,100,44,33,0,30,320.88,0,1
2963,4,0,200,54,19,0,30,216.08,1,1
1340,7,0,400,37,65,1,55,64.95,1,1
2620,0,0,400,0,0,0,25,0.0,0,1
454,5,0,100,54,22,1,25,1683.09,1,1
914,9,0,100,33,10,1,30,2097.32,1,1
2339,6,1,100,44,16,1,25,987.255,0,0
1200,13,0,400,35,15,1,30,171.52,0,1
1275,20,0,100,112,31,1,25,486.675,1,1
2060,4,0,400,80,23,1,30,181.4,1,1
38,3,0,100,38,16,0,30,87.52,1,1
975,21,0,50,107,28,1,30,403.6,1,1
2912,0,0,100,79,13,1,25,229.14,1,1
984,33,0,100,247,84,1,25,804.915,1,0
2014,7,0,100,30,10,1,30,2079.4,1,1
2120,4,0,400,129,47,1,30,1884.68,1,1
1419,5,0,100,6,2,0,25,45.495,0,1
1285,13,0,50,130,40,1,30,1459.2,1,0
2162,8,0,50,52,13,0,30,88.4,1,1
40,4,0,400,30,7,1,25,779.85,1,0
1487,8,0,100,56,26,0,45,246.025,1,1
1992,0,0,50,10,3,0,45,73.375,0,1
170,0,0,400,0,0,0,25,0.0,0,1
1356,20,0,200,98,45,1,30,431.12,1,1
738,7,0,50,58,21,1,25,937.935,1,1
1737,10,0,50,56,23,0,45,183.15,1,1
2839,0,0,100,39,16,1,25,811.53,1,1
1565,16,0,50,189,35,1,25,1474.605,1,1
2088,3,0,100,50,21,1,25,889.65,1,1
635,0,0,50,104,30,1,25,1456.38,1,0
2785,22,0,100,240,83,1,25,746.55,1,1
2090,1,0,400,36,66,1,45,101.1,1,1
1641,14,0,100,30,6,0,30,65.8,1,1
1291,18,0,100,39,14,0,30,160.96,1,1
2461,2,0,100,85,15,1,25,243.135,1,1
1381,12,0,50,113,39,1,55,180.045,1,1
580,0,1,400,0,0,0,25,0.0,0,1
329,3,0,100,33,31,0,30,99.64,0,1
1833,0,0,200,0,0,1,55,0.0,1,1
893,5,0,200,26,11,1,25,96.57,1,1
1144,6,0,100,65,21,1,30,168.6,1,1
781,0,0,50,80,20,1,45,146.25,1,1
160,5,0,400,163,43,1,30,557.44,1,1
1731,10,0,20,109,25,1,55,151.485,1,1
1930,6,0,400,31,8,1,45,67.6,1,1
2448,12,0,100,55,34,1,30,348.32,1,1
62,8,0,50,96,15,1,30,312.16,1,1
850,0,0,400,13,5,1,25,53.775,0,1
2246,21,0,200,151,48,1,25,756.18,1,0
3037,0,0,50,70,22,1,25,151.56,1,1
3034,0,0,100,0,0,1,45,0.0,1,1
1597,19,0,50,178,45,1,55,277.575,1,1
1044,5,0,100,64,23,1,30,181.36,1,1
2984,0,0,100,4,4,1,55,45.78,1,1
1545,7,0,100,26,12,1,25,117.495,1,1
2100,0,0,400,16,5,1,30,57.76,0,1
3115,0,0,100,20,3,1,30,1972.8,1,1
1071,13,0,20,162,53,1,45,370.3,1,1
54,12,0,100,61,27,1,30,1580.16,1,1
2672,7,0,100,158,51,1,45,336.95,1,1
259,19,0,100,132,43,1,30,1006.28,1,1
506,1,0,100,55,33,1,15,121.165,1,1
753,0,0,200,43,22,1,25,1538.145,1,1
2402,4,0,100,15,19,0,30,149.32,1,1
218,2,0,100,20,12,0,25,76.275,1,1
825,8,0,50,92,22,1,25,337.725,0,1
1962,9,0,100,54,17,0,30,123.68,1,1
3148,5,0,100,164,35,1,45,357.525,1,1
2397,10,0,100,163,35,1,45,377.9,1,1
1390,13,0,400,55,85,1,55,124.92,1,1
2633,0,1,200,0,0,0,45,0.0,0,1
1267,7,0,50,28,18,0,25,143.46,1,1
2594,6,0,100,28,15,1,25,145.26,1,1
1910,12,0,400,89,27,1,30,232.36,1,1
1599,9,0,50,47,15,1,30,1121.28,1,1
2160,6,0,400,81,21,1,30,180.64,1,1
1608,16,0,100,126,42,1,30,942.24,1,1
1830,0,0,400,20,8,1,45,32.075,1,1
772,0,0,100,58,35,1,25,601.245,1,1
2945,0,0,100,45,6,1,30,94.6,1,1
1961,6,0,50,95,12,1,30,268.52,1,1
2823,1,0,200,61,30,1,25,688.23,1,1
1086,8,0,200,90,34,1,30,243.72,1,1
2250,8,1,400,29,13,1,30,131.08,0,1
2347,14,0,50,179,45,1,45,442.3,1,1
1326,5,0,200,20,11,1,30,147.4,1,1
2235,11,1,100,126,39,1,30,1438.04,1,0
1742,7,0,50,22,6,0,45,118.8,1,1
1913,30,0,200,231,34,1,30,871.04,1,0
2363,23,0,200,217,27,1,30,779.08,1,1
1404,11,0,100,62,22,1,15,256.575,1,1
2994,5,0,100,32,15,1,25,246.015,1,1
2366,1,0,100,78,21,1,30,955.92,1,1
1914,9,0,100,33,10,1,30,2097.32,1,1
1164,14,0,100,43,16,1,45,1355.075,1,1
964,12,0,100,36,12,1,45,1324.9,1,1
3047,11,0,20,129,36,1,15,588.61,1,0
2564,21,0,100,221,34,1,30,833.44,1,1
399,8,0,100,45,19,1,30,239.88,1,1
585,17,0,50,229,76,1,25,717.255,1,1
949,7,0,100,46,12,1,30,1077.64,1,1
705,4,0,100,63,31,1,15,173.855,1,1
432,3,0,50,97,22,1,55,124.23,1,1
1689,7,0,100,36,12,1,25,938.52,1,0
293,6,0,200,21,3,0,45,111.4,1,1
146,0,0,100,25,11,1,25,154.35,1,1
324,17,0,100,36,17,0,25,12.645,0,1
2723,0,0,200,59,29,1,25,666.54,1,1
2224,26,0,100,103,48,1,55,185.97,1,0
1166,13,0,200,102,34,1,45,699.175,1,1
1453,15,0,200,72,30,1,30,1709.8,1,1
3,0,0,200,0,0,0,25,0.0,1,1
1713,32,0,200,237,35,1,30,903.28,1,0
577,0,0,50,13,10,1,30,99.52,1,1
2424,25,0,100,103,57,1,55,200.07,1,0
340,0,0,400,25,11,1,25,784.35,1,0
2903,0,0,200,0,0,0,25,0.0,1,1
2479,0,0,100,0,0,0,30,0.0,0,1
926,6,0,200,28,16,1,30,154.92,1,1
266,15,0,100,193,30,1,25,1448.46,1,1
377,1,0,50,22,14,1,30,114.48,1,1
2469,0,0,100,0,0,0,25,0.0,0,1
1464,9,0,100,39,14,1,45,1393.85,1,1
272,13,0,50,165,47,1,45,356.0,1,1
697,9,0,100,171,39,1,55,242.97,1,1
3123,1,0,200,68,32,1,25,697.095,1,1
245,4,0,100,67,24,1,30,195.68,1,1
2956,0,0,100,58,35,1,25,223.245,1,1
477,0,0,100,16,12,1,30,102.04,1,1
2011,9,0,20,98,14,1,30,291.04,1,1
1922,13,0,100,81,39,1,25,837.18,1,1
814,0,0,100,21,6,1,30,2016.44,1,1
1872,13,0,50,81,39,1,25,837.18,1,1
2669,2,0,100,18,12,0,30,111.32,1,1
2926,4,0,200,82,7,1,25,224.775,0,1
3101,0,1,50,14,8,1,25,71.37,0,1
1165,19,0,100,198,38,1,25,1505.16,1,1
2289,0,0,100,26,5,1,25,849.645,1,0
251,5,1,50,25,8,1,30,92.48,0,1
414,25,0,100,225,32,1,30,830.6,1,1
546,0,0,100,23,14,1,25,183.285,1,1
1194,12,0,100,77,31,1,45,171.675,1,1
739,5,0,50,41,9,1,25,952.245,1,0
311,1,0,100,72,25,1,30,155.08,1,1
3132,0,0,100,90,17,1,45,159.5,1,1
894,0,0,100,55,21,1,30,123.0,1,1
1132,5,0,50,6,2,0,45,25.275,0,1
1450,5,1,400,15,2,1,30,76.32,0,1
3052,5,0,50,66,18,1,25,225.945,1,1
16,9,0,100,176,26,1,25,1230.57,1,1
2109,8,0,100,171,48,1,30,600.96,1,1
722,9,0,50,80,35,1,25,814.635,1,1
1421,8,0,50,150,34,1,45,300.5,1,1
2770,0,0,400,0,0,0,25,18.0,0,1
982,8,1,50,16,8,1,45,77.725,0,1
2219,5,0,100,10,6,0,25,79.65,0,1
1540,9,0,400,39,66,1,45,62.425,1,1
2662,6,0,50,99,16,1,30,298.88,1,1
1551,15,0,50,78,22,1,30,281.72,1,1
2548,8,0,100,51,23,1,30,372.76,1,0
364,25,0,100,225,32,1,30,830.6,1,1
983,8,0,200,13,6,1,55,34.74,1,1
183,0,0,200,1,3,0,45,18.225,0,1
986,10,0,200,91,32,1,30,222.96,1,1
3067,0,0,50,81,27,1,30,1010.64,1,1
1195,12,0,50,42,22,1,30,292.08,1,1
1974,21,1,100,93,42,1,55,159.42,1,0
1870,8,0,400,133,45,1,30,1881.84,1,1
1122,12,0,50,79,35,1,25,788.49,1,1
188,1,0,100,38,19,0,30,188.12,1,1
620,0,0,400,115,40,1,25,1989.81,1,1
2899,7,0,100,49,32,1,30,307.88,1,1
1176,11,0,100,38,22,1,45,141.075,1,1
1183,10,0,200,20,10,1,55,52.845,1,1
2508,13,0,100,127,47,1,30,1078.28,1,1
2320,5,0,400,135,48,1,25,2129.535,1,1
615,2,0,50,170,27,1,25,1298.25,1,1
1514,9,0,100,27,6,1,30,1964.48,1,1
1467,5,0,100,26,17,0,30,208.84,1,1
402,8,0,50,71,17,1,30,197.64,1,1
995,10,0,100,35,18,1,30,243.8,1,1
935,11,0,100,122,35,1,30,1407.68,1,0
372,7,0,100,154,47,1,45,317.975,1,1
2091,8,0,100,22,5,0,25,52.29,1,1
2284,20,0,100,228,74,1,25,721.935,1,1
594,2,0,100,23,9,1,25,71.235,1,1
2829,2,0,100,30,24,0,30,136.52,0,1
727,10,0,50,46,14,0,30,177.64,0,1
827,4,0,100,35,14,0,25,131.4,0,1
1869,5,0,50,6,2,0,25,45.495,0,1
688,3,0,100,53,22,1,25,905.76,1,1
2335,8,0,100,124,38,1,25,1596.105,1,0
137,0,0,100,81,25,1,25,162.405,1,1
2577,0,0,100,18,16,1,30,117.32,1,1
629,0,0,50,0,0,0,25,0.0,0,1
335,19,0,20,227,80,1,25,701.64,1,1
1806,10,0,200,77,30,1,30,193.88,1,1
391,4,0,50,39,68,1,45,115.175,1,1
2934,0,0,100,0,0,1,45,0.0,1,1
1110,11,0,400,87,23,1,30,221.08,1,1
1938,11,0,100,59,25,1,25,960.48,1,1
1818,1,0,100,9,10,0,30,12.56,1,1
2838,0,0,100,30,13,0,30,128.4,1,1
711,7,0,20,100,10,1,25,325.035,1,1
1040,6,0,400,42,68,1,45,126.375,1,1
2072,5,0,50,72,35,1,25,766.35,1,1
2874,22,0,100,51,30,0,25,193.545,0,1
2729,0,1,50,28,23,0,30,117.24,0,1
1562,16,0,50,61,22,0,30,207.76,1,1
2898,11,0,100,175,53,1,45,452.575,1,1
1595,9,0,50,33,19,1,30,264.92,1,1
2991,0,0,100,39,70,1,45,172.925,1,1
2652,8,0,100,75,21,1,30,228.0,1,1
1113,29,0,200,229,30,1,30,827.76,1,1
466,4,0,200,176,28,1,25,1334.52,1,1
1561,13,0,50,102,17,1,30,352.6,1,1
1224,21,0,100,89,38,1,55,169.035,1,1
2111,7,0,50,97,16,1,30,311.8,1,1
3116,2,0,200,175,25,1,25,1285.425,1,1
2472,4,0,100,65,22,1,25,669.735,1,1
1509,12,0,100,169,42,1,30,593.28,1,1
2716,0,0,100,166,22,1,25,1254.87,1,1
1105,7,0,20,62,31,1,25,152.1,1,1
661,3,0,50,95,11,1,30,260.32,1,1
3094,7,0,100,27,14,1,25,145.665,1,1
339,0,0,100,42,23,1,25,770.04,1,1
216,11,0,200,188,31,1,25,1416.285,1,1
1616,6,0,200,91,25,1,30,1004.24,1,1
1342,5,0,100,6,2,0,45,50.275,1,1
2646,0,0,200,18,8,1,25,109.26,1,1
2965,0,0,100,27,10,1,30,2149.28,1,1
2947,7,0,50,125,25,1,15,622.215,1,0
1847,11,0,50,166,42,1,55,212.895,1,1
1593,17,0,200,39,18,1,25,236.655,1,1
2047,15,0,50,174,42,1,55,254.505,1,1
3146,0,0,100,19,9,1,25,108.855,1,1
2654,10,0,100,64,28,1,30,1566.88,1,1
817,0,0,100,8,9,0,25,26.01,1,1
1068,8,0,100,22,14,0,30,164.68,1,1
2139,5,0,100,38,15,1,25,977.985,1,0
275,27,0,50,104,42,1,55,182.235,1,0
2367,0,0,50,6,6,0,25,31.545,1,1
866,0,0,100,80,24,1,30,967.0,1,1
102,6,0,50,70,14,1,30,170.0,1,1
1502,5,0,100,6,2,0,25,45.495,1,1
2938,0,0,100,28,3,0,30,71.52,1,1
172,5,0,100,148,46,1,30,476.52,1,1
108,2,0,100,38,15,1,30,1192.32,1,1
2217,5,0,50,24,17,0,25,119.655,1,1
1522,13,0,100,75,35,1,25,687.735,1,1
3137,0,0,100,75,23,1,25,148.41,1,1
1827,8,1,100,36,18,0,30,104.84,0,1
2322,10,0,100,83,42,1,25,849.645,1,1
2114,5,0,100,29,12,1,30,2100.16,1,1
1968,2,0,100,14,8,0,30,80.96,1,1
2416,7,0,200,96,41,1,30,1115.84,1,1
2121,8,0,50,156,51,1,45,345.025,1,1
2374,19,0,100,85,37,1,55,155.1,1,1
2464,0,0,100,17,7,1,30,1948.48,1,1
2708,0,0,100,23,10,1,30,1124.72,1,1
1963,25,0,200,225,32,1,30,830.6,1,1
296,8,0,100,37,14,1,25,271.89,1,1
713,26,1,200,230,30,1,30,851.0,1,1
73,10,0,200,76,40,1,25,840.78,1,1
1525,18,0,20,98,22,1,25,306.27,0,1
2393,8,0,200,24,8,1,25,84.105,1,1
2980,0,0,400,0,0,0,30,100.0,0,1
3030,0,0,400,0,0,0,25,0.0,0,1
482,0,0,50,91,20,1,45,181.775,1,1
2338,8,0,100,61,28,1,25,972.945,1,1
1531,8,0,100,97,20,1,45,194.3,1,1
2686,6,0,100,120,37,1,25,1572.3,1,0
1873,28,1,200,53,19,0,30,144.52,0,1
1515,14,0,20,182,28,1,25,1276.065,1,1
3108,0,0,100,32,13,1,30,1151.88,1,1
1763,36,0,200,242,34,1,30,931.88,1,0
1491,16,0,100,37,13,0,30,242.28,1,1
1172,18,0,50,91,45,1,25,916.83,1,1
2580,0,0,400,0,0,0,30,12.0,0,1
2038,9,0,100,56,25,1,25,940.32,1,1
2673,8,0,200,79,41,1,25,825.84,1,1
2185,5,0,100,114,29,1,25,1489.455,1,0
2336,4,0,200,90,33,1,25,237.96,1,1
2395,0,0,50,18,9,1,25,145.485,1,1
406,3,0,200,58,33,1,15,145.805,1,1
758,2,0,100,104,41,1,30,776.16,1,1
2115,10,0,50,184,34,1,25,1428.705,1,1
2303,12,0,200,68,29,1,30,1588.04,1,1
3104,3,0,100,53,19,1,25,1633.995,1,1
98,14,0,100,172,43,1,45,437.35,1,1
1334,28,0,100,236,77,1,25,771.12,1,0
2513,25,0,200,231,36,1,30,963.44,1,1
744,3,0,100,66,21,1,30,183.84,1,1
807,0,0,50,33,16,1,30,1195.52,1,1
2911,0,0,20,67,8,1,30,147.08,1,1
2079,0,1,100,0,0,0,30,0.0,0,1
2630,0,0,400,0,0,0,25,0.0,0,1
1536,7,0,200,82,26,1,25,211.05,1,1
2308,15,0,100,129,48,1,30,996.96,1,1
2267,0,0,20,4,5,0,25,27.855,1,1
2467,0,0,20,4,1,0,25,12.555,1,1
149,6,0,100,44,16,1,30,196.24,1,1
1978,9,1,100,44,31,0,30,228.48,0,1
2163,24,0,200,223,28,1,30,787.32,1,1
2304,12,0,100,74,40,1,15,310.86,1,1
1316,6,0,100,84,23,1,30,996.36,1,1
693,7,0,200,32,12,1,25,132.84,1,1
819,0,1,100,0,0,0,25,0.0,0,1
1729,7,0,100,14,5,0,30,78.08,0,1
1387,12,1,100,60,37,0,45,230.75,0,1
1846,15,0,200,136,44,1,25,577.035,1,0
2405,7,0,100,68,48,1,25,241.245,1,1
2430,5,0,400,35,21,1,45,110.075,1,1
1600,10,1,400,26,12,1,30,144.32,0,1
2485,2,0,50,106,18,1,25,1416.195,1,0
2585,21,0,20,234,82,1,25,737.28,1,1
702,1,0,50,10,2,0,25,68.985,1,1
1500,8,1,400,31,13,1,30,233.56,0,1
2794,7,0,100,34,16,1,25,154.53,1,1
922,13,0,50,81,39,1,25,837.18,1,1
1425,14,0,50,94,11,1,25,306.765,0,1
1709,14,0,100,181,47,1,30,630.36,1,1
906,16,0,200,88,30,1,30,322.72,1,1
455,5,0,100,60,33,1,15,217.415,1,1
2471,3,0,20,144,32,1,30,440.36,1,1
2209,12,0,100,179,50,1,30,628.48,1,1
2656,3,0,100,62,37,1,15,187.55,1,1
2299,0,0,100,30,4,1,30,966.4,1,1
168,0,0,100,8,10,0,25,39.735,1,1
731,4,0,20,102,20,1,45,219.8,1,1
2277,4,0,100,31,10,0,25,124.245,0,1
1311,9,0,50,93,9,1,30,273.44,1,1
2422,12,0,100,85,52,1,25,913.635,1,1
27,1,0,50,16,10,1,30,109.64,1,1
2098,5,0,100,42,17,1,30,217.4,1,1
1898,13,0,100,51,21,1,30,280.32,1,1
1653,13,0,200,60,25,1,25,1737.81,1,1
1623,26,1,200,52,16,0,30,100.88,0,1
588,0,0,100,35,16,0,30,157.4,1,1
1402,5,0,50,6,2,0,30,40.44,1,1
998,16,0,100,54,23,1,30,302.88,1,0
1177,19,1,50,57,24,0,30,268.48,0,1
1701,15,0,20,83,20,1,30,270.32,1,1
1041,13,0,50,28,7,0,30,86.92,1,1
34,0,0,100,0,0,1,45,0.0,1,1
2410,11,0,400,93,40,1,30,300.32,1,1
2739,0,0,100,37,15,1,25,789.84,1,1
1380,10,0,400,41,23,1,45,135.35,1,1
42,11,0,50,19,3,0,25,27.18,1,1
1877,14,1,50,47,18,0,30,197.68,0,1
2952,3,0,100,71,19,1,30,290.04,1,1
2309,9,0,100,177,49,1,30,609.2,1,1
2741,0,0,20,23,60,1,45,45.65,1,1
2280,0,0,400,0,0,1,30,0.0,1,1
2019,3,1,100,3,2,1,25,25.335,0,1
2000,3,0,400,19,7,1,30,60.28,0,1
610,0,0,400,71,22,1,30,171.24,1,1
1133,5,0,200,6,2,1,55,15.165,1,1
29,9,0,50,38,27,0,30,95.64,0,1
442,11,0,100,25,7,0,25,77.625,1,1
666,0,0,200,86,25,1,30,999.24,1,1
2993,0,0,200,10,5,0,45,131.125,1,1
494,5,0,100,26,11,1,25,96.57,1,1
1259,14,0,50,183,51,1,30,649.64,1,1
1302,5,0,100,6,2,0,30,40.44,1,1
2671,3,0,50,131,47,1,25,2105.73,1,1
2489,0,0,100,26,1,1,25,807.345,1,0
1383,9,0,200,20,19,1,55,66.945,1,1
1305,6,0,20,56,30,1,25,147.33,1,1
237,4,0,100,88,29,1,30,192.24,1,1
1986,2,0,100,82,28,1,25,180.0,1,1
552,0,0,100,62,13,1,25,183.015,1,1
521,1,0,100,124,43,1,25,2051.415,1,1
3036,1,0,100,104,27,1,25,1343.205,1,0
1233,5,0,200,6,2,1,55,15.165,0,1
1139,8,0,100,40,9,1,30,823.2,1,0
1906,16,0,200,88,30,1,30,322.72,1,1
721,8,0,100,159,45,1,30,529.16,1,1
736,3,0,200,87,26,1,25,202.95,1,1
3000,0,0,400,40,12,1,30,1129.6,1,1
1751,19,0,20,88,19,1,30,366.92,1,1
59,15,0,100,122,46,1,30,989.08,1,1
632,0,0,100,0,0,0,30,0.0,0,1
1182,10,1,50,23,12,0,45,107.9,0,1
2323,25,1,200,55,22,0,25,175.05,0,1
593,0,0,200,0,0,0,45,22.5,1,1
1304,13,0,100,64,32,1,15,279.785,1,1
1388,15,0,100,69,40,1,25,1082.43,1,1
2751,0,0,20,0,0,1,25,0.0,0,1
2767,0,0,50,88,29,1,30,1018.52,1,1
2055,0,0,100,55,31,1,15,131.34,1,1
2349,4,0,100,48,15,1,30,1088.72,1,1
940,9,0,400,45,70,1,55,84.27,1,1
2931,0,0,50,0,0,1,30,0.0,1,1
1250,5,1,400,15,3,1,30,89.92,0,1
905,8,0,50,64,35,1,25,164.79,1,1
2964,20,0,100,225,34,1,30,923.0,1,1
1280,8,0,400,39,13,1,45,99.8,1,1
2526,1,0,100,28,18,1,30,247.32,1,1
3023,3,0,200,63,31,1,25,596.745,1,1
2243,15,0,200,42,19,1,25,221.715,1,1
2511,6,0,20,101,16,1,30,401.36,1,1
2593,0,0,200,6,5,0,45,75.15,1,1
1143,14,0,200,36,11,1,25,138.87,1,1
2628,3,1,100,33,10,0,25,118.71,0,1
707,5,0,50,44,16,1,30,1256.36,1,1
2929,0,1,50,28,14,0,30,79.64,0,1
1023,25,1,200,50,17,0,30,122.0,0,1
746,17,0,200,146,40,1,15,854.865,1,0
1547,17,0,50,171,38,1,45,352.35,1,1
1940,9,0,400,45,70,1,55,84.27,1,1
2481,0,0,50,87,7,1,45,156.8,1,1
2155,2,0,20,56,29,1,15,130.295,1,1
2824,16,0,100,33,10,0,25,22.635,0,1
514,23,0,100,222,32,1,30,812.68,1,1
82,5,0,50,98,25,1,55,140.595,1,1
2799,5,0,50,47,22,1,30,251.0,1,1
1309,10,0,100,167,41,1,30,590.6,1,1
2625,15,0,20,85,36,1,45,253.375,1,1
915,14,0,50,188,32,1,25,1425.51,1,1
1405,5,0,50,54,20,1,25,128.34,1,1
1648,11,0,100,50,18,1,30,236.68,1,1
2901,2,1,50,23,20,1,30,128.24,0,1
1109,11,0,100,173,42,1,30,594.84,1,1
151,1,0,20,18,4,1,30,52.6,0,1
2866,8,0,200,186,43,1,25,1456.47,1,1
775,2,1,50,81,22,1,25,219.78,0,1
330,0,0,400,0,0,0,30,0.0,0,1
7,11,0,50,76,24,1,25,168.12,1,1
2002,3,0,50,8,6,1,30,63.44,1,1
944,7,0,100,67,25,1,30,203.88,1,1
823,18,0,200,41,15,0,25,71.595,0,1
910,12,0,400,89,27,1,30,232.36,1,1
182,1,0,100,91,21,1,45,186.9,1,1
165,2,0,50,21,7,1,30,2024.64,1,1
1524,26,0,100,93,40,1,45,285.45,1,1
452,3,0,100,65,15,1,25,185.85,1,1
1312,12,0,100,52,14,0,30,124.6,1,1
1112,13,0,100,58,15,0,30,128.84,1,1
1288,13,0,100,67,30,1,25,1018.44,1,1
328,3,1,100,30,16,0,25,103.95,0,1
1791,22,1,50,42,9,0,30,170.28,0,1
2793,0,0,200,12,6,0,45,80.3,1,1
2008,16,0,100,124,45,1,30,967.96,1,1
